@1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8
5,5,5,6,0,30,0,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,6,0,0,5,5,5,5,5,5,5,5,5,5,5,6,0,0,0,0,4,5,5,6,0,0,0,0,0,0,0,0,0,0,30,4,5,5,5,5,5,6,4,6,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,6,0,0,4,5,5,5,5,5,5,5,6,4,6,0,0,0,0,0,0,0,0,0,4,5,5,5,5,6,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,6,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5,5,5,6,0,0,0,0,5,5,6,0,0,0,4,5,5,6,0,0,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8
5,5,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,6,0,5,5,5,5,5,5,0,0,0,30,0,4,5,5,5,5,5,5,5,5,5,5,5,0,0,4,5,5,5,5,0,0,0,4,5,5,5,5,5,5,6,0,0,0,5,5,5,5,5,5,5,5,5,5,6,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,2,3,0,0,0,0,5,5,5,5,6,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,6,0,0,0,0,0,0,5,5,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,6,0,0,0,0,0,4,6,0,0,0,0,0,0,4,5,5,5,5,5,0,0,0,0,0,0,0,5,5,5,8,8,8,8,8,8,5,0,7,0,7,0,7,0,7,0,7,0,7,0,8
5,5,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,5,5,6,0,0,0,0,0,0,4,5,5,5,5,5,5,5,5,5,6,0,0,0,4,5,5,6,0,0,0,0,4,5,5,5,5,6,0,0,0,0,4,5,5,5,5,6,4,5,5,6,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,2,5,5,3,0,0,0,4,6,4,6,0,0,0,0,0,0,0,4,6,4,6,4,5,5,5,5,5,5,5,6,0,0,4,5,5,4,6,5,5,6,4,6,0,0,0,0,0,0,0,6,4,6,4,6,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,0,0,0,4,6,0,0,29,0,29,0,29,0,29,0,29,0,29,0,2,5,5,5,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,0,7,0,7,0,7,0,5,5,5,8,8,8,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,5,5,5,5,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,30,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,30,0,0,5,5,5,5,5,5,0,0,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,4,5,5,0,0,0,0,0,0,0,5,5,5,8,8,8,8,8,8,5,0,7,0,7,0,7,0,7,0,7,0,7,0,8
5,5,3,3,3,3,3,28,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,2,3,3,3,28,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,28,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,7,0,7,0,0,4,5,5,6,0,0,0,2,3,2,3,0,0,0,0,0,0,0,2,3,2,3,2,3,3,3,3,3,28,3,3,0,0,2,3,3,3,2,3,3,3,2,3,3,0,0,0,0,0,0,2,3,2,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,29,0,29,0,29,0,29,0,29,0,29,0,5,5,5,5,5,5,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,5,8,8,8,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8
5,5,5,5,5,5,5,28,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,28,5,5,5,5,5,3,0,0,0,0,30,0,0,0,0,2,5,5,5,5,5,5,28,5,5,5,3,3,3,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,28,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,3,2,3,0,0,2,5,5,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,28,5,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,5,5,5,8,8,8,8,8,8,5,0,7,0,7,0,7,0,7,0,7,0,7,0,8
5,5,5,5,5,5,5,28,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,28,5,5,5,5,5,5,3,0,0,0,0,0,0,0,2,5,5,5,5,5,5,5,28,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0,0,0,0,0,0,30,2,5,5,5,5,5,3,2,3,0,0,2,5,5,5,5,5,5,5,5,5,5,28,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,5,5,28,5,3,0,0,0,0,5,5,3,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,2,5,5,5,3,3,3,28,3,3,5,5,5,8,8,8,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8
5,5,5,5,5,5,5,28,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,28,3,3,3,3,3,2,5,5,5,5,5,28,5,5,5,5,5,5,5,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,28,5,5,5,5,5,5,3,3,28,3,3,2,3,3,3,3,28,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,28,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,28,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,28,2,5,5,5,3,3,3,3,3,28,3,3,3,3,3,3,5,5,5,5,5,5,5,28,5,5,3,3,2,2,5,5,5,3,3,3,5,5,5,3,3,3,3,3,3,3,3,28,5,5,5,5,5,5,5,28,5,5,5,5,5,8,8,8,8,8,8,5,3,3,3,3,3,3,28,3,3,3,3,3,3,8
